Tanggal;TID;Menu;Qty;Harga;Subtotal
;220R0461;Red Velvet;1;90000;90000
;220R0461;Sagu Keju;5;75000;375000
;220R0461;Dimsum Siomay Original;1;25000;25000
2020-02-28;220R0462;Nastar Spesial;2;90000;180000
;220R0462;Lavarisol Campur;5;60000;300000
;220R0462;Brownies Cookies;5;40000;200000
;220R0462;Nastar Spesial;2;90000;180000
2020-02-28;220R0463;Brownies Cookies;5;40000;200000
;220R0463;Lidah Kucing;1;70000;70000
;220R0463;Sagu Keju;7;75000;525000
;220R0463;Lavarisol Original;3;60000;180000
2020-02-28;220R0464;Nastar Spesial;7;90000;630000
;220R0464;Cookies Hias;3;60000;180000
;220R0464;Lavarisol Campur;4;60000;240000
;220R0464;Dimsum Siomay Udang Keju;1;32000;32000
2020-02-28;220R0465;Lavarisol Smoked Beef;6;60000;360000
;220R0465;Kaastengels;3;85000;255000
;220R0465;Dimsum Siomay Keju;4;30000;120000
2020-02-28;220R0466;Kaastengels;1;85000;85000
;220R0466;Pudding Buah;1;100000;100000
;220R0466;Dimsum Siomay Original;7;25000;175000
;220R0466;Pudding Batik;7;120000;840000
2020-02-28;220R0467;Dimsum Siomay Original;5;25000;125000
;220R0467;Dimsum Siomay Ayam;2;25000;50000
;220R0467;Lavarisol Smoked Beef;3;60000;180000
;220R0467;Dimsum Siomay Keju;2;25000;50000
;220R0467;Lidah Kucing;5;70000;350000
2020-02-28;220R0468;Dimsum Siomay Crab;7;27000;189000
;220R0468;Putri Salju;3;85000;255000
;220R0468;Brownies Cookies;4;40000;160000
2020-02-28;220R0469;Lavarisol Triple Cheese;3;60000;180000
;220R0469;Red Velvet;5;90000;450000
;220R0469;Dimsum Siomay Ayam;6;27000;162000
;220R0469;Dimsum Siomay Crab;7;27000;189000
;220R0469;Pudding Buah;5;100000;500000
2020-02-28;220R0470;Lidah Kucing;1;70000;70000
;220R0470;Pudding Batik;5;120000;600000
;220R0470;Dimsum Siomay Udang Keju;3;32000;96000
;220R0470;Blueberry Cheese;7;65000;455000
2020-02-28;220R0471;Red Velvet;4;90000;360000
;220R0471;Lavarisol Smoked Beef;2;60000;120000
;220R0471;Lavarisol Campur;1;60000;60000
;220R0471;Nastar Spesial;4;90000;360000
2020-02-28;220R0472;Dimsum Siomay Udang Keju;4;32000;128000
;220R0472;Lidah Kucing;6;70000;420000
;220R0472;Red Velvet;4;90000;360000
2020-02-28;220R0473;Sagu Keju;7;75000;525000
;220R0473;Dimsum Siomay Ayam;2;27000;54000
;220R0473;Cookies Hias;3;60000;180000
2020-02-28;220R0474;Lavarisol Triple Cheese;7;60000;420000
;220R0474;Kaastengels;1;85000;85000
;220R0474;Putri Salju;7;85000;595000
;220R0474;Red Velvet;7;90000;630000
2020-02-29;220R0475;Lavarisol Original;3;60000;180000
;220R0475;Dimsum Siomay Udang Keju;7;32000;224000
;220R0475;Lavarisol Triple Cheese;1;60000;60000
2020-02-29;220R0476;Brownies Cookies;2;40000;80000
;220R0476;Dimsum Siomay Keju;5;30000;150000
;220R0476;Lavarisol Campur;5;60000;300000
;220R0476;Lidah Kucing;1;70000;70000
2020-02-29;220R0477;Pudding Buah;1;100000;100000
;220R0477;Lidah Kucing;3;70000;210000
;220R0477;Putri Salju;2;85000;170000
;220R0477;Brownies Cookies;6;40000;240000
;220R0477;Cookies Hias;5;60000;300000
2020-02-29;220R0478;Pudding Batik;7;120000;840000
;220R0478;Lavarisol Smoked Beef;3;60000;180000
;220R0478;Lidah Kucing;2;70000;140000
2020-02-29;220R0479;Blueberry Cheese;3;65000;195000
;220R0479;Kaastengels;4;85000;340000
;220R0479;Dimsum Siomay Keju;6;30000;180000
;220R0479;Cookies Hias;6;60000;360000
2020-02-29;220R0480;Nastar Spesial;6;90000;540000
;220R0480;Blueberry Cheese;6;65000;390000
;220R0480;Lavarisol Triple Cheese;1;60000;60000
;220R0480;Pudding Batik;7;120000;840000
2020-02-29;220R0481;Lavarisol Original;4;60000;240000
;220R0481;Dimsum Siomay Udang Keju;7;32000;224000
;220R0481;Lavarisol Original;5;60000;300000
2020-02-29;220R0482;Pudding Buah;6;100000;600000
;220R0482;Lavarisol Triple Cheese;2;60000;120000
;220R0482;Lavarisol Original;6;60000;360000
2020-02-29;220R0483;Lidah Kucing;5;70000;350000
;220R0483;Dimsum Siomay Crab;4;27000;108000
;220R0483;Lavarisol Smoked Beef;5;60000;300000
;220R0483;Dimsum Siomay Ayam;4;27000;108000
;220R0483;Lavarisol Campur;7;60000;420000
2020-02-29;220R0484;Pudding Batik;6;120000;720000
;220R0484;Brownies Cookies;1;40000;40000
;220R0484;Pudding Buah;6;100000;600000
2020-02-29;220R0485;Cookies Hias;6;60000;360000
;220R0485;Dimsum Siomay Original;2;25000;50000
;220R0485;Lavarisol Triple Cheese;4;60000;240000
2020-02-29;220R0486;Cookies Hias;6;60000;360000
;220R0486;Dimsum Siomay Ayam;5;27000;135000
;220R0486;Pudding Batik;5;120000;600000
2020-02-29;220R0487;Sagu Keju;1;75000;75000
;220R0487;Lavarisol Original;5;60000;300000
;220R0487;Lavarisol Triple Cheese;1;60000;60000
2020-02-29;220R0488;Dimsum Siomay Udang Keju;1;32000;32000
;220R0488;Sagu Keju;1;75000;75000
;220R0488;Dimsum Siomay Ayam;6;27000;162000
2020-02-29;220R0489;Putri Salju;2;85000;170000
;220R0489;Dimsum Siomay Original;5;25000;125000
;220R0489;Dimsum Siomay Crab;2;27000;54000
;220R0489;Dimsum Siomay Ayam;5;27000;135000
2020-02-29;220R0490;Blueberry Cheese;1;65000;65000
;220R0490;Lavarisol Triple Cheese;5;60000;300000
;220R0490;Cookies Hias;7;60000;420000
2020-02-29;220R0491;Dimsum Siomay Crab;1;27000;27000
;220R0491;Kaastengels;5;85000;425000
;220R0491;Lavarisol Original;4;60000;240000
2020-02-29;220R0492;Dimsum Siomay Crab;3;27000;81000
;220R0492;Dimsum Siomay Ayam;3;27000;81000
;220R0492;Dimsum Siomay Udang Keju;1;32000;32000
;220R0492;Lavarisol Campur;1;60000;60000
;220R0492;Pudding Batik;1;120000;120000
2020-03-01;320R0001;Cookies Hias;1;60000;60000
;320R0001;Pudding Buah;1;100000;100000
;320R0001;Putri Salju;3;85000;255000
;320R0001;Lavarisol Campur;2;60000;120000
;320R0001;Dimsum Siomay Keju;2;30000;60000
2020-03-01;320R0002;Kaastengels;1;85000;85000
;320R0002;Sagu Keju;2;75000;150000
;320R0002;Brownies Cookies;4;75000;300000
2020-03-01;320R0003;Lavarisol Original;1;60000;60000
;320R0003;Dimsum Siomay Udang Keju;3;32000;96000
;320R0003;Red Velvet;3;90000;270000
;320R0003;Dimsum Siomay Ayam;1;27000;27000
2020-03-01;320R0004;Kaastengels;3;85000;255000
;320R0004;Lavarisol Smoked Beef;1;60000;60000
;320R0004;Nastar Spesial;2;90000;180000
2020-03-01;320R0005;Dimsum Siomay Keju;4;30000;120000
;320R0005;Pudding Buah;2;100000;200000
;320R0005;Dimsum Siomay Ayam;5;27000;135000
;320R0005;Lidah Kucing;4;70000;280000
2020-03-01;320R0006;Putri Salju;4;85000;340000
;320R0006;Pudding Batik;5;120000;600000
2020-03-01;320R0007;Brownies Cookies;5;40000;200000
;320R0007;Dimsum Siomay Crab;1;27000;27000
;320R0007;Dimsum Siomay Udang Keju;3;32000;96000
2020-03-01;320R0008;Dimsum Siomay Ayam;4;27000;108000
;320R0008;Lidah Kucing;4;70000;280000
;320R0008;Lavarisol Smoked Beef;4;60000;240000
;320R0008;Pudding Batik;4;120000;480000
2020-03-01;320R0009;Pudding Buah;5;100000;500000
;320R0009;Dimsum Siomay Udang Keju;4;32000;128000
;320R0009;Dimsum Siomay Ayam;5;27000;135000
2020-03-01;320R0010;Blueberry Cheese;2;65000;130000
;320R0010;Nastar Spesial;1;90000;90000
;320R0010;Dimsum Siomay Ayam;2;27000;54000
;320R0010;Pudding Buah;5;100000;500000
2020-03-01;320R0011;Kaastengels;5;85000;425000
;320R0011;Dimsum Siomay Crab;1;27000;27000
;320R0011;Red Velvet;3;90000;270000
;320R0011;Dimsum Siomay Keju;4;30000;120000
;320R0011;Putri Salju;3;85000;255000
2020-03-01;320R0012;Dimsum Siomay Keju;2;30000;60000
;320R0012;Kaastengels;2;85000;170000
;320R0012;Lavarisol Triple Cheese;3;60000;180000
2020-03-01;320R0013;Brownies Cookies;4;40000;160000
;320R0013;Sagu Keju;1;75000;75000
;320R0013;Cookies Hias;3;60000;180000
2020-03-01;320R0014;Lavarisol Smoked Beef;2;60000;120000
;320R0014;Nastar Spesial;3;90000;270000
;320R0014;Cookies Hias;4;60000;240000
;320R0014;Kaastengels;2;85000;170000
2020-03-02;320R0015;Dimsum Siomay Crab;4;27000;108000
;320R0015;Cookies Hias;5;60000;300000
;320R0015;Pudding Buah;5;100000;500000
;320R0015;Red Velvet;3;90000;270000
2020-03-02;320R0016;Dimsum Siomay Original;4;25000;100000
;320R0016;Nastar Spesial;2;90000;180000
2020-03-02;320R0017;Nastar Spesial;5;90000;450000
;320R0017;Kaastengels;1;85000;85000
;320R0017;Dimsum Siomay Original;4;25000;100000
2020-03-02;320R0018;Lidah Kucing;3;70000;210000
;320R0018;Cookies Hias;2;60000;120000
;320R0018;Dimsum Siomay Udang Keju;2;32000;64000
;320R0018;Red Velvet;1;90000;90000
;320R0018;Blueberry Cheese;2;65000;130000
2020-03-02;320R0019;Lavarisol Original;1;60000;60000
;320R0019;Lavarisol Triple Cheese;1;60000;60000
;320R0019;Lavarisol Smoked Beef;1;60000;60000
2020-03-02;320R0020;Nastar Spesial;1;90000;90000
;320R0020;Lavarisol Triple Cheese;1;60000;60000
;320R0020;Lavarisol Original;2;60000;120000
;320R0020;Dimsum Siomay Crab;3;27000;81000
2020-03-02;320R0021;Kaastengels;4;85000;340000
;320R0021;Brownies Cookies;5;40000;200000
;320R0021;Lavarisol Campur;3;60000;180000
;320R0021;Dimsum Siomay Ayam;3;27000;81000
2020-03-02;320R0022;Dimsum Siomay Original;4;25000;100000
;320R0022;Cookies Hias;4;60000;240000
;320R0022;Kaastengels;1;85000;85000
2020-03-02;320R0023;Nastar Spesial;2;90000;180000
;320R0023;Dimsum Siomay Original;2;25000;50000
;320R0023;Lidah Kucing;3;70000;210000
;320R0023;Brownies Cookies;2;40000;80000
2020-03-02;320R0024;Dimsum Siomay Udang Keju;1;32000;32000
;320R0024;Brownies Cookies;5;40000;200000
;320R0024;Lavarisol Original;5;60000;300000
2020-03-02;320R0025;Dimsum Siomay Crab;3;27000;81000
;320R0025;Dimsum Siomay Original;5;25000;125000
;320R0025;Lavarisol Campur;3;60000;180000
2020-03-02;320R0026;Lavarisol Smoked Beef;3;60000;180000
;320R0026;Pudding Batik;4;120000;480000
2020-03-02;320R0027;Dimsum Siomay Original;1;25000;25000
;320R0027;Nastar Spesial;4;90000;360000
;320R0027;Lavarisol Smoked Beef;5;60000;300000
;320R0027;Blueberry Cheese;1;65000;65000
;320R0027;Dimsum Siomay Crab;5;27000;135000
2020-03-03;320R0028;Dimsum Siomay Udang Keju;5;32000;160000
;320R0028;Lavarisol Triple Cheese;2;60000;120000
;320R0028;Putri Salju;1;85000;85000
2020-03-03;320R0029;Kaastengels;2;85000;170000
;320R0029;Putri Salju;1;85000;85000
2020-03-03;320R0030;Red Velvet;3;90000;270000
;320R0030;Dimsum Siomay Ayam;2;27000;54000
;320R0030;Dimsum Siomay Keju;2;30000;60000
;320R0030;Kaastengels;1;85000;85000
2020-03-03;320R0031;Dimsum Siomay Udang Keju;2;32000;64000
;320R0031;Kaastengels;3;85000;255000
;320R0031;Cookies Hias;4;60000;240000
2020-03-03;320R0032;Brownies Cookies;3;40000;120000
;320R0032;Lavarisol Triple Cheese;4;60000;240000
;320R0032;Blueberry Cheese;3;65000;195000
;320R0032;Nastar Spesial;1;90000;90000
2020-03-03;320R0033;Cookies Hias;2;60000;120000
2020-03-03;320R0034;Dimsum Siomay Ayam;4;27000;108000
;320R0034;Sagu Keju;1;75000;75000
;320R0034;Dimsum Siomay Original;1;25000;25000
;320R0034;Lavarisol Original;4;60000;240000
;320R0034;Dimsum Siomay Keju;1;30000;30000
2020-03-03;320R0035;Lidah Kucing;1;70000;70000
;320R0035;Dimsum Siomay Ayam;3;27000;81000
;320R0035;Dimsum Siomay Udang Keju;5;32000;160000
2020-03-03;320R0036;Brownies Cookies;4;40000;160000
;320R0036;Sagu Keju;1;75000;75000
;320R0036;Pudding Buah;5;100000;500000
2020-03-03;320R0037;Nastar Spesial;2;90000;180000
;320R0037;Dimsum Siomay Original;2;25000;50000
;320R0037;Dimsum Siomay Udang Keju;4;32000;128000
;320R0037;Kaastengels;4;85000;340000
2020-03-03;320R0038;Cookies Hias;1;60000;60000
;320R0038;Lavarisol Triple Cheese;4;60000;240000
;320R0038;Kaastengels;1;85000;85000
2020-03-03;320R0039;Lavarisol Original;2;60000;120000
;320R0039;Lidah Kucing;2;70000;140000
;320R0039;Putri Salju;5;85000;425000
;320R0039;Brownies Cookies;5;40000;200000
;320R0039;Blueberry Cheese;2;65000;130000
2020-03-03;320R0040;Dimsum Siomay Udang Keju;5;32000;160000
;320R0040;Lavarisol Original;2;60000;120000
;320R0040;Sagu Keju;2;75000;150000
;320R0040;Pudding Buah;3;100000;300000
2020-03-03;320R0041;Nastar Spesial;5;90000;450000
;320R0041;Dimsum Siomay Ayam;5;27000;135000
;320R0041;Dimsum Siomay Crab;5;27000;135000
2020-03-04;320R0042;Blueberry Cheese;5;65000;325000
;320R0042;Pudding Batik;2;120000;240000
2020-03-04;320R0043;Lavarisol Original;2;60000;120000
;320R0043;Brownies Cookies;5;40000;200000
;320R0043;Sagu Keju;1;75000;75000
2020-03-04;320R0044;Lavarisol Original;2;60000;120000
;320R0044;Dimsum Siomay Ayam;2;27000;54000
;320R0044;Lavarisol Smoked Beef;5;60000;300000
;320R0044;Cookies Hias;4;60000;240000
;320R0044;Pudding Batik;1;120000;120000
2020-03-04;320R0045;Kaastengels;3;85000;255000
;320R0045;Sagu Keju;3;75000;225000
;320R0045;Nastar Spesial;4;90000;360000
2020-03-04;320R0046;Dimsum Siomay Original;3;25000;75000
;320R0046;Nastar Spesial;3;90000;270000
;320R0046;Lavarisol Original;1;60000;60000
;320R0046;Lavarisol Smoked Beef;4;60000;240000
2020-03-04;320R0047;Dimsum Siomay Udang Keju;1;32000;32000
2020-03-04;320R0048;Lavarisol Original;3;60000;180000
;320R0048;Blueberry Cheese;5;65000;325000
;320R0048;Dimsum Siomay Keju;4;30000;120000
2020-03-04;320R0049;Pudding Buah;2;100000;200000
;320R0049;Blueberry Cheese;4;65000;260000
;320R0049;Lavarisol Smoked Beef;5;60000;300000
2020-03-04;320R0050;Sagu Keju;4;75000;300000
;320R0050;Nastar Spesial;5;90000;450000
;320R0050;Lidah Kucing;1;70000;70000
;320R0050;Pudding Buah;2;100000;200000
2020-03-04;320R0051;Dimsum Siomay Original;5;25000;125000
;320R0051;Blueberry Cheese;2;65000;130000
;320R0051;Lavarisol Campur;1;60000;60000
2020-03-04;320R0052;Dimsum Siomay Udang Keju;3;32000;96000
;320R0052;Lidah Kucing;5;70000;350000
;320R0052;Dimsum Siomay Original;3;25000;75000
;320R0052;Dimsum Siomay Crab;1;27000;27000
;320R0052;Pudding Batik;3;120000;360000
2020-03-04;320R0053;Dimsum Siomay Udang Keju;5;32000;160000
;320R0053;Dimsum Siomay Original;1;25000;25000
2020-03-05;320R0054;Lavarisol Smoked Beef;2;60000;120000
;320R0054;Lavarisol Triple Cheese;5;60000;300000
;320R0054;Dimsum Siomay Original;1;25000;25000
2020-03-05;320R0055;Dimsum Siomay Crab;1;27000;27000
;320R0055;Lavarisol Campur;3;60000;180000
;320R0055;Pudding Buah;5;100000;500000
2020-03-05;320R0056;Cookies Hias;4;60000;240000
;320R0056;Dimsum Siomay Udang Keju;2;32000;64000
;320R0056;Putri Salju;5;85000;425000
2020-03-05;320R0057;Blueberry Cheese;3;65000;195000
;320R0057;Red Velvet;1;90000;90000
;320R0057;Pudding Buah;5;100000;500000
2020-03-05;320R0058;Cookies Hias;2;60000;120000
;320R0058;Red Velvet;3;90000;270000
;320R0058;Dimsum Siomay Original;3;25000;75000
;320R0058;Putri Salju;4;85000;340000
2020-03-05;320R0059;Lavarisol Triple Cheese;4;60000;240000
;320R0059;Sagu Keju;2;75000;150000
;320R0059;Cookies Hias;4;75000;300000
2020-03-05;320R0060;Dimsum Siomay Udang Keju;2;32000;64000
;320R0060;Lavarisol Triple Cheese;3;60000;180000
;320R0060;Brownies Cookies;3;40000;120000
;320R0060;Sagu Keju;1;75000;75000
2020-03-05;320R0061;Sagu Keju;1;75000;75000
;320R0061;Nastar Spesial;3;90000;270000
;320R0061;Dimsum Siomay Crab;1;27000;27000
2020-03-05;320R0062;Kaastengels;2;85000;170000
;320R0062;Lavarisol Triple Cheese;2;60000;120000
;320R0062;Nastar Spesial;3;90000;270000
;320R0062;Dimsum Siomay Udang Keju;3;32000;96000
2020-03-06;320R0063;Lavarisol Campur;3;60000;180000
;320R0063;Lavarisol Triple Cheese;3;60000;180000
;320R0063;Dimsum Siomay Keju;4;30000;120000
2020-03-06;320R0064;Lavarisol Smoked Beef;5;60000;300000
;320R0064;Lavarisol Triple Cheese;1;60000;60000
;320R0064;Lidah Kucing;1;70000;70000
2020-03-06;320R0065;Dimsum Siomay Udang Keju;3;32000;96000
;320R0065;Lidah Kucing;5;70000;350000
;320R0065;Dimsum Siomay Crab;5;27000;135000
2020-03-06;320R0066;Lavarisol Campur;4;60000;240000
;320R0066;Blueberry Cheese;1;65000;65000
;320R0066;Dimsum Siomay Udang Keju;1;32000;32000
;320R0066;Dimsum Siomay Keju;5;30000;150000
2020-03-06;320R0067;Pudding Batik;5;120000;600000
;320R0067;Dimsum Siomay Original;1;25000;25000
;320R0067;Lavarisol Original;5;60000;300000
;320R0067;Lavarisol Campur;5;60000;300000
2020-03-06;320R0068;Sagu Keju;4;75000;300000
;320R0068;Brownies Cookies;5;40000;200000
;320R0068;Putri Salju;2;85000;170000
2020-03-06;320R0069;Putri Salju;5;85000;425000
;320R0069;Lavarisol Campur;1;60000;60000
;320R0069;Kaastengels;1;85000;85000
2020-03-06;320R0070;Lavarisol Original;5;60000;300000
;320R0070;Pudding Buah;1;100000;100000
2020-03-06;320R0071;Blueberry Cheese;3;65000;195000
;320R0071;Red Velvet;3;90000;270000
;320R0071;Dimsum Siomay Ayam;5;27000;135000
;320R0071;Pudding Batik;3;120000;360000
2020-03-06;320R0072;Lavarisol Original;5;60000;300000
;320R0072;Lavarisol Triple Cheese;4;60000;240000
;320R0072;Dimsum Siomay Udang Keju;3;32000;96000
2020-03-06;320R0073;Brownies Cookies;4;40000;160000
;320R0073;Dimsum Siomay Udang Keju;1;32000;32000
;320R0073;Cookies Hias;2;60000;120000
;320R0073;Lavarisol Smoked Beef;2;60000;120000
2020-03-06;320R0074;Dimsum Siomay Keju;5;30000;150000
;320R0074;Nastar Spesial;4;90000;360000
;320R0074;Pudding Buah;3;100000;300000
;320R0074;Cookies Hias;1;60000;60000
2020-03-06;320R0075;Sagu Keju;1;75000;75000
;320R0075;Lavarisol Triple Cheese;3;60000;180000
;320R0075;Dimsum Siomay Original;2;25000;50000
2020-03-07;320R0076;Dimsum Siomay Keju;2;30000;60000
;320R0076;Putri Salju;4;85000;340000
;320R0076;Lavarisol Smoked Beef;5;60000;300000
2020-03-07;320R0077;Pudding Buah;1;100000;100000
;320R0077;Cookies Hias;4;60000;240000
;320R0077;Dimsum Siomay Original;1;25000;25000
2020-03-07;320R0078;Nastar Spesial;4;90000;360000
;320R0078;Blueberry Cheese;2;65000;130000
;320R0078;Dimsum Siomay Original;3;25000;75000
;320R0078;Cookies Hias;4;60000;240000
;320R0078;Putri Salju;5;85000;425000
2020-03-07;320R0079;Lavarisol Original;4;60000;240000
;320R0079;Lavarisol Smoked Beef;4;60000;240000
;320R0079;Lavarisol Campur;4;60000;240000
2020-03-07;320R0080;Dimsum Siomay Original;4;25000;100000
;320R0080;Lidah Kucing;4;70000;280000
;320R0080;Lavarisol Smoked Beef;4;60000;240000
2020-03-07;320R0081;Blueberry Cheese;3;65000;195000
;320R0081;Nastar Spesial;3;90000;270000
;320R0081;Lavarisol Triple Cheese;2;60000;120000
2020-03-07;320R0082;Nastar Spesial;2;90000;180000
;320R0082;Brownies Cookies;4;40000;160000
;320R0082;Lidah Kucing;4;70000;280000
2020-03-07;320R0083;Lidah Kucing;1;70000;70000
;320R0083;Cookies Hias;1;60000;60000
;320R0083;Pudding Batik;3;120000;360000
2020-03-07;320R0084;Lavarisol Triple Cheese;5;60000;300000
;320R0084;Pudding Buah;4;100000;400000
;320R0084;Pudding Batik;4;120000;480000
;320R0084;Kaastengels;1;85000;85000
2020-03-07;320R0085;Nastar Spesial;1;90000;90000
;320R0085;Putri Salju;3;85000;255000
;320R0085;Sagu Keju;1;75000;75000
;320R0085;Cookies Hias;1;60000;60000
;320R0085;Dimsum Siomay Ayam;3;27000;81000
2020-03-07;320R0086;Lavarisol Smoked Beef;5;60000;300000
;320R0086;Dimsum Siomay Original;1;25000;25000
2020-03-08;320R0087;Blueberry Cheese;2;65000;130000
;320R0087;Dimsum Siomay Keju;1;30000;30000
;320R0087;Dimsum Siomay Crab;4;27000;108000
;320R0087;Kaastengels;4;85000;340000
2020-03-08;320R0088;Brownies Cookies;2;40000;80000
;320R0088;Dimsum Siomay Ayam;2;27000;54000
;320R0088;Dimsum Siomay Crab;5;27000;135000
2020-03-08;320R0089;Putri Salju;3;85000;255000
;320R0089;Pudding Batik;2;120000;240000
;320R0089;Dimsum Siomay Udang Keju;5;32000;160000
;320R0089;Dimsum Siomay Keju;1;32000;32000
2020-03-08;320R0090;Dimsum Siomay Udang Keju;1;32000;32000
;320R0090;Brownies Cookies;1;40000;40000
;320R0090;Dimsum Siomay Ayam;3;32000;96000
;320R0090;Lavarisol Original;2;60000;120000
;320R0090;Dimsum Siomay Crab;5;27000;135000
2020-03-08;320R0091;Cookies Hias;5;60000;300000
;320R0091;Lavarisol Original;1;60000;60000
;320R0091;Pudding Buah;1;100000;100000
2020-03-08;320R0092;Cookies Hias;4;60000;240000
;320R0092;Nastar Spesial;3;90000;270000
;320R0092;Putri Salju;3;85000;255000
;320R0092;Brownies Cookies;4;40000;160000
;320R0092;Lavarisol Triple Cheese;2;60000;120000
2020-03-08;320R0093;Putri Salju;5;85000;425000
;320R0093;Nastar Spesial;1;90000;90000
;320R0093;Dimsum Siomay Original;2;25000;50000
;320R0093;Dimsum Siomay Ayam;2;27000;54000
2020-03-08;320R0094;Dimsum Siomay Crab;1;27000;27000
;320R0094;Lavarisol Original;4;60000;240000
;320R0094;Dimsum Siomay Original;3;25000;75000
2020-03-08;320R0095;Dimsum Siomay Ayam;1;27000;27000
;320R0095;Nastar Spesial;2;90000;180000
;320R0095;Lavarisol Campur;5;60000;300000
2020-03-08;320R0096;Brownies Cookies;5;40000;200000
;320R0096;Sagu Keju;5;75000;375000
;320R0096;Lavarisol Campur;2;60000;120000
;320R0096;Dimsum Siomay Crab;5;27000;135000
2020-03-08;320R0097;Blueberry Cheese;3;65000;195000
;320R0097;Kaastengels;3;85000;255000
;320R0097;Dimsum Siomay Original;2;25000;50000
2020-03-08;320R0098;Blueberry Cheese;4;65000;260000
;320R0098;Putri Salju;1;85000;85000
;320R0098;Brownies Cookies;2;40000;80000
;320R0098;Pudding Buah;4;100000;400000
;320R0098;Kaastengels;3;85000;255000
2020-03-09;320R0099;Blueberry Cheese;4;65000;260000
;320R0099;Dimsum Siomay Crab;2;27000;54000
;320R0099;Pudding Buah;4;100000;400000
;320R0099;Dimsum Siomay Keju;4;30000;120000
2020-03-09;320R0100;Lavarisol Original;4;60000;240000
;320R0100;Dimsum Siomay Ayam;5;27000;135000
;320R0100;Sagu Keju;5;75000;375000
;320R0100;Kaastengels;3;85000;255000
;320R0100;Blueberry Cheese;2;65000;130000
2020-03-09;320R0101;Dimsum Siomay Original;1;25000;25000
;320R0101;Pudding Buah;1;100000;100000
;320R0101;Brownies Cookies;2;40000;80000
;320R0101;Dimsum Siomay Keju;5;30000;150000
;320R0101;Red Velvet;2;90000;180000
2020-03-09;320R0102;Lidah Kucing;3;70000;210000
;320R0102;Sagu Keju;5;75000;375000
;320R0102;Nastar Spesial;1;90000;90000
;320R0102;Dimsum Siomay Ayam;4;27000;108000
2020-03-09;320R0103;Dimsum Siomay Ayam;1;27000;27000
;320R0103;Dimsum Siomay Crab;1;27000;27000
